Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	GO Term Accession	GO Term Name	GO Term Evidence Code	GO domain	GO Term Definition
DMBT1	10	124320181	124403252	GO:0019048	modulation by virus of host morphology or physiology	IEA	biological_process	"The process in which a virus effects a change in the structure or processes of its host organism." [GOC:bf, GOC:jl, ISBN:0781718325, UniProtKB-KW:KW-0945]
DMBT1	10	124320181	124403252	GO:0042589	zymogen granule membrane	ISS	cellular_component	"The lipid bilayer surrounding a zymogen granule." [GOC:jl]
DMBT1	10	124320181	124403252	GO:0051607	defense response to virus	IEA	biological_process	"Reactions triggered in response to the presence of a virus that act to protect the cell or organism." [GOC:ai]
DMBT1	10	124320181	124403252	GO:0030858	positive regulation of epithelial cell differentiation	IEA	biological_process	"Any process that activates or increases the frequency, rate or extent of epithelial cell differentiation." [GOC:mah]
DMBT1	10	124320181	124403252	GO:0001833	inner cell mass cell proliferation	IEA	biological_process	"The proliferation of cells in the inner cell mass." [GOC:dph, GOC:isa_complete, ISBN:0124020607, ISBN:0198542771]
DMBT1	10	124320181	124403252	GO:0005578	proteinaceous extracellular matrix	IEA	cellular_component	"A layer consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that forms a sheet underlying or overlying cells such as endothelial and epithelial cells. The proteins are secreted by cells in the vicinity. An example of this component is found in Mus musculus." [GOC:mtg_sensu, ISBN:0198547684]
DMBT1	10	124320181	124403252	GO:0048306	calcium-dependent protein binding	TAS	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules), in the presence of calcium." [GOC:jid, PMID:10485905]
DMBT1	10	124320181	124403252	GO:0019898	extrinsic to membrane	ISS	cellular_component	"Loosely bound to one surface of a membrane, but not integrated into the hydrophobic region." [GOC:jl, GOC:mah]
DMBT1	10	124320181	124403252	GO:0015031	protein transport	IEA	biological_process	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore." [GOC:ai]
DMBT1	10	124320181	124403252	GO:0030855	epithelial cell differentiation	NAS	biological_process	"The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium." [GOC:ecd, PMID:11839751]
DMBT1	10	124320181	124403252	GO:0005044	scavenger receptor activity	TAS	molecular_function	"Combining with any modified low-density lipoprotein (LDL) or other polyanionic ligand and delivering the ligand into the cell via endocytosis. Ligands include acetylated and oxidized LDL, Gram-positive and Gram-negative bacteria, apoptotic cells, beta-amyloid fibrils, and advanced glycation end products (AGEs)." [GOC:bf, PMID:11790542, PMID:12379907, PMID:12621157, PMID:20981357]
DMBT1	10	124320181	124403252	GO:0030670	phagocytic vesicle membrane	IDA	cellular_component	"The lipid bilayer surrounding a phagocytic vesicle." [GOC:mah]
DMBT1	10	124320181	124403252	GO:0016020	membrane	IEA	cellular_component	"Double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins." [GOC:mah, ISBN:0815316194]
DMBT1	10	124320181	124403252	GO:0045087	innate immune response	TAS	biological_process	"Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens." [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_15nov05, GOC:mtg_sensu]
DMBT1	10	124320181	124403252	GO:0005576	extracellular region	TAS	cellular_component	"The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite." [GOC:go_curators]
DMBT1	10	124320181	124403252	GO:0005737	cytoplasm	IDA	cellular_component	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN:0198547684]
DMBT1	10	124320181	124403252	GO:0005515	protein binding	IPI	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
DMBT1	10	124320181	124403252	GO:0005622	intracellular	IEA	cellular_component	"The living contents of a cell; the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm." [ISBN:0198506732]
DMBT1	10	124320181	124403252	GO:0001824	blastocyst development	IEA	biological_process	"The process whose specific outcome is the progression of the blastocyst over time, from its formation to the mature structure. The mammalian blastocyst is a hollow ball of cells containing two cell types, the inner cell mass and the trophectoderm." [GOC:dph, ISBN:0124020607, ISBN:0198542771]
DMBT1	10	124320181	124403252	GO:0005044	scavenger receptor activity	IEA	molecular_function	"Combining with any modified low-density lipoprotein (LDL) or other polyanionic ligand and delivering the ligand into the cell via endocytosis. Ligands include acetylated and oxidized LDL, Gram-positive and Gram-negative bacteria, apoptotic cells, beta-amyloid fibrils, and advanced glycation end products (AGEs)." [GOC:bf, PMID:11790542, PMID:12379907, PMID:12621157, PMID:20981357]
DMBT1	10	124320181	124403252	GO:0005576	extracellular region	IEA	cellular_component	"The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite." [GOC:go_curators]
SPINK5	5	147405246	147516852					
CCNG2	4	78078304	78354542	GO:0000075	cell cycle checkpoint	TAS	biological_process	"A cell cycle process that controls cell cycle progression by monitoring the integrity of specific cell cycle events. A cell cycle checkpoint begins with detection of deficiencies or defects and ends with signal transduction." [GOC:mtg_cell_cycle]
CCNG2	4	78078304	78354542	GO:0051726	regulation of cell cycle	IEA	biological_process	"Any process that modulates the rate or extent of progression through the cell cycle." [GOC:ai, GOC:dph, GOC:tb]
CCNG2	4	78078304	78354542	GO:0007067	mitosis	IEA	biological_process	"A cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell." [GOC:dph, GOC:ma, GOC:mah, ISBN:0198547684]
CCNG2	4	78078304	78354542	GO:0005737	cytoplasm	IEA	cellular_component	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN:0198547684]
SPINK5	5	147405246	147516852	GO:0097209	epidermal lamellar body	IDA	cellular_component	"A specialized secretory organelle found in keratinocytes and involved in the formation of an impermeable, lipid-containing membrane that serves as a water barrier and is required for correct skin barrier function." [GOC:cjm, http://en.wikipedia.org/wiki/Lamellar_granule]
SPINK5	5	147405246	147516852	GO:0045580	regulation of T cell differentiation	TAS	biological_process	"Any process that modulates the frequency, rate or extent of T cell differentiation." [GOC:go_curators]
SPINK5	5	147405246	147516852	GO:0050777	negative regulation of immune response	TAS	biological_process	"Any process that stops, prevents, or reduces the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus." [GOC:ai]
SPINK5	5	147405246	147516852	GO:0042640	anagen	TAS	biological_process	"The growth phase of the hair cycle. Lasts, for example, about 3 to 6 years for human scalp hair." [PMID:12230507]
SPINK5	5	147405246	147516852	GO:0045861	negative regulation of proteolysis	IEA	biological_process	"Any process that stops, prevents, or reduces the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein." [GOC:go_curators]
SPINK5	5	147405246	147516852	GO:0009913	epidermal cell differentiation	IDA	biological_process	"The process in which a relatively unspecialized cell acquires specialized features of an epidermal cell, any of the cells making up the epidermis." [GOC:dph, GOC:go_curators, GOC:mtg_sensu, GOC:sdb_2009, GOC:tb]
SPINK5	5	147405246	147516852	GO:0030155	regulation of cell adhesion	IEA	biological_process	"Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix." [GOC:mah]
SPINK5	5	147405246	147516852	GO:0035315	hair cell differentiation	TAS	biological_process	"The process in which a relatively unspecialized cell acquires specialized features of a hair cell." [GOC:bf]
SPINK5	5	147405246	147516852	GO:0004867	serine-type endopeptidase inhibitor activity	IDA	molecular_function	"Stops, prevents or reduces the activity of serine-type endopeptidases, enzymes that catalyze the hydrolysis of nonterminal peptide bonds in a polypeptide chain; a serine residue (and a histidine residue) are at the active center of the enzyme." [GOC:ai]
SPINK5	5	147405246	147516852	GO:0030198	extracellular matrix organization	TAS	biological_process	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix." [GOC:mah]
SPINK5	5	147405246	147516852	GO:0005938	cell cortex	IDA	cellular_component	"The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins." [GOC:mah, ISBN:0815316194]
SPINK5	5	147405246	147516852	GO:0016525	negative regulation of angiogenesis	TAS	biological_process	"Any process that stops, prevents, or reduces the frequency, rate or extent of angiogenesis." [GOC:go_curators]
SPINK5	5	147405246	147516852	GO:0030855	epithelial cell differentiation	TAS	biological_process	"The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium." [GOC:ecd, PMID:11839751]
SPINK5	5	147405246	147516852	GO:0005783	endoplasmic reticulum	IDA	cellular_component	"The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)." [ISBN:0198506732]
SPINK5	5	147405246	147516852	GO:0048471	perinuclear region of cytoplasm	IDA	cellular_component	"Cytoplasm situated near, or occurring around, the nucleus." [GOC:jid]
SPINK5	5	147405246	147516852	GO:0005829	cytosol	IDA	cellular_component	"The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes." [GOC:hgd, GOC:jl]
SPINK5	5	147405246	147516852	GO:0005789	endoplasmic reticulum membrane	IDA	cellular_component	"The lipid bilayer surrounding the endoplasmic reticulum." [GOC:mah]
SPINK5	5	147405246	147516852	GO:0005576	extracellular region	NAS	cellular_component	"The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite." [GOC:go_curators]
SPINK5	5	147405246	147516852	GO:0005737	cytoplasm	IDA	cellular_component	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN:0198547684]
SPINK5	5	147405246	147516852	GO:0005515	protein binding	IEA	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
SPINK5	5	147405246	147516852	GO:0030414	peptidase inhibitor activity	IEA	molecular_function	"Stops, prevents or reduces the activity of a peptidase, any enzyme that catalyzes the hydrolysis peptide bonds." [GOC:jl]
SPINK5	5	147405246	147516852	GO:0010466	negative regulation of peptidase activity	IEA	biological_process	"Any process that stops or reduces the rate of peptidase activity, the hydrolysis of peptide bonds within proteins." [GOC:dph, GOC:tb]
CCDC102B	18	66382446	66722426					
DOK6	18	67068291	67516323	GO:0005158	insulin receptor binding	IEA	molecular_function	"Interacting selectively and non-covalently with the insulin receptor." [GOC:ai]
DOK6	18	67068291	67516323	GO:0005515	protein binding	IPI	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
CLEC1A	12	10222153	10264226	GO:0007166	cell surface receptor signaling pathway	TAS	biological_process	"A series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription." [GOC:bf, GOC:mah, GOC:pr, GOC:signaling]
CLEC1A	12	10222153	10264226	GO:0004888	transmembrane signaling receptor activity	TAS	molecular_function	"Combining with an extracellular or intracellular signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity." [GOC:go_curators, Wikipedia:Transmembrane_receptor]
CLEC1A	12	10222153	10264226	GO:0006952	defense response	TAS	biological_process	"Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack." [GOC:go_curators]
CLEC1A	12	10222153	10264226	GO:0030246	carbohydrate binding	IEA	molecular_function	"Interacting selectively and non-covalently with any carbohydrate, which includes monosaccharides, oligosaccharides and polysaccharides as well as substances derived from monosaccharides by reduction of the carbonyl group (alditols), by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group(s) by a hydrogen atom. Cyclitols are generally not regarded as carbohydrates." [CHEBI:16646, GOC:mah]
CLEC1A	12	10222153	10264226	GO:0005622	intracellular	TAS	cellular_component	"The living contents of a cell; the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm." [ISBN:0198506732]
CLEC1A	12	10222153	10264226	GO:0005887	integral to plasma membrane	TAS	cellular_component	"Penetrating at least one phospholipid bilayer of a plasma membrane. May also refer to the state of being buried in the bilayer with no exposure outside the bilayer." [GOC:go_curators]
CLEC1A	12	10222153	10264226					
SLC14A2	18	42792960	43263072	GO:0071918	urea transmembrane transport	IEA	biological_process	"The process in which urea, the water-soluble compound H2N-CO-NH2, is transported from one side of a membrane to the other by means of some agent such as a transporter or pore." [GOC:mah]
SLC14A2	18	42792960	43263072	GO:0015840	urea transport	TAS	biological_process	"The directed movement of urea into, out of or within the cell. Urea is the water-soluble compound H2N-CO-NH2." [GOC:ai, ISBN:0198506732]
SLC14A2	18	42792960	43263072	GO:0015204	urea transmembrane transporter activity	IEA	molecular_function	"Enables the directed movement of urea cross a membrane into, out of or within a cell, or between cells. Urea is the water soluble compound H2N-CO-NH2." [ISBN:0198506732]
SLC14A2	18	42792960	43263072	GO:0016324	apical plasma membrane	IEA	cellular_component	"The region of the plasma membrane located at the apical end of the cell." [GOC:curators]
SLC14A2	18	42792960	43263072	GO:0016020	membrane	TAS	cellular_component	"Double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins." [GOC:mah, ISBN:0815316194]
SLC14A2	18	42792960	43263072	GO:0055085	transmembrane transport	TAS	biological_process	"The process in which a solute is transported from one side of a membrane to the other." [GOC:dph, GOC:jid]
SLC14A2	18	42792960	43263072	GO:0005515	protein binding	IPI	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
SLC14A2	18	42792960	43263072	GO:0005886	plasma membrane	TAS	cellular_component	"The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins." [ISBN:0716731363]
SLC14A2	18	42792960	43263072	GO:0016021	integral to membrane	IEA	cellular_component	"Penetrating at least one phospholipid bilayer of a membrane. May also refer to the state of being buried in the bilayer with no exposure outside the bilayer. When used to describe a protein, indicates that all or part of the peptide sequence is embedded in the membrane." [GOC:go_curators]
MAEA	4	1283639	1333935	GO:0033033	negative regulation of myeloid cell apoptotic process	IDA	biological_process	"Any process that stops, prevents, or reduces the frequency, rate, or extent of a myeloid cell apoptotic process." [GOC:add, GOC:mtg_apoptosis]
MAEA	4	1283639	1333935	GO:0005826	actomyosin contractile ring	IDA	cellular_component	"A cytoskeletal structure composed of actin filaments and myosin that forms beneath the plasma membrane of many cells, including animal cells and yeast cells, in a plane perpendicular to the axis of the spindle, i.e. the cell division plane. Ring contraction is associated with centripetal growth of the membrane that divides the cytoplasm of the two daughter cells. In animal cells, the contractile ring is located inside the plasma membrane at the location of the cleavage furrow. In budding fungal cells, e.g. mitotic S. cerevisiae cells, the contractile ring forms beneath the plasma membrane at the mother-bud neck before mitosis." [GOC:expert_jrp, GOC:sgd_curators, ISBN:0805319409, ISBN:0815316194]
MAEA	4	1283639	1333935	GO:0048822	enucleate erythrocyte development	IEA	biological_process	"The process aimed at the progression of an enucleate erythrocyte over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell." [GOC:devbiol]
MAEA	4	1283639	1333935	GO:0016363	nuclear matrix	IDA	cellular_component	"The dense fibrillar network lying on the inner side of the nuclear membrane." [ISBN:0582227089]
MAEA	4	1283639	1333935	GO:0043249	erythrocyte maturation	IEA	biological_process	"A developmental process, independent of morphogenetic (shape) change, that is required for an erythrocyte to attain its fully functional state." [GOC:devbiol, GOC:jl]
MAEA	4	1283639	1333935	GO:0015629	actin cytoskeleton	IEA	cellular_component	"The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes." [GOC:jl, ISBN:0395825172, ISBN:0815316194]
MAEA	4	1283639	1333935	GO:0005819	spindle	IDA	cellular_component	"The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart." [ISBN:0198547684]
MAEA	4	1283639	1333935	GO:0007346	regulation of mitotic cell cycle	NAS	biological_process	"Any process that modulates the rate or extent of progress through the mitotic cell cycle." [GOC:dph, GOC:go_curators, GOC:tb]
MAEA	4	1283639	1333935	GO:0007049	cell cycle	IEA	biological_process	"The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division." [GOC:go_curators, GOC:mtg_cell_cycle]
MAEA	4	1283639	1333935	GO:0003779	actin binding	IEA	molecular_function	"Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments." [GOC:clt]
MAEA	4	1283639	1333935	GO:0007155	cell adhesion	IDA	biological_process	"The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules." [GOC:hb, GOC:pf]
MAEA	4	1283639	1333935	GO:0005856	cytoskeleton	IDA	cellular_component	"Any of the various filamentous elements that form the internal framework of cells, and typically remain after treatment of the cells with mild detergent to remove membrane constituents and soluble components of the cytoplasm. The term embraces intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles." [GOC:mah, ISBN:0198547684, PMID:16959967]
MAEA	4	1283639	1333935	GO:0051301	cell division	IEA	biological_process	"The process resulting in the physical partitioning and separation of a cell into daughter cells." [GOC:go_curators]
MAEA	4	1283639	1333935	GO:0007010	cytoskeleton organization	IEA	biological_process	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures." [GOC:dph, GOC:jl, GOC:mah]
MAEA	4	1283639	1333935	GO:0005887	integral to plasma membrane	IDA	cellular_component	"Penetrating at least one phospholipid bilayer of a plasma membrane. May also refer to the state of being buried in the bilayer with no exposure outside the bilayer." [GOC:go_curators]
MAEA	4	1283639	1333935	GO:0005515	protein binding	IEA	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
MAEA	4	1283639	1333935	GO:0005634	nucleus	IDA	cellular_component	"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent." [GOC:go_curators]
MAEA	4	1283639	1333935	GO:0048821	erythrocyte development	IEA	biological_process	"The process whose specific outcome is the progression of an erythrocyte over time, from its formation to the mature structure." [GOC:devbiol]
MAEA	4	1283639	1333935					
SEMA3E	7	82993222	83278326	GO:2000249	regulation of actin cytoskeleton reorganization	IEA	biological_process	"Any process that modulates the frequency, rate or extent of actin cytoskeleton reorganization." [GOC:BHF]
SEMA3E	7	82993222	83278326	GO:0001953	negative regulation of cell-matrix adhesion	IEA	biological_process	"Any process that stops, prevents, or reduces the rate or extent of cell adhesion to the extracellular matrix." [GOC:hjd]
SEMA3E	7	82993222	83278326	GO:0071526	semaphorin-plexin signaling pathway	IEA	biological_process	"A series of molecular signals generated as a consequence of a semaphorin receptor (composed of a plexin and a neurophilin) binding to a semaphorin ligand." [GOC:BHF, GOC:mah, GOC:vk, PMID:15239959]
SEMA3E	7	82993222	83278326	GO:0001569	patterning of blood vessels	IEA	biological_process	"The process that regulates the coordinated growth and sprouting of blood vessels giving rise to the organized vascular system." [GOC:dph]
SEMA3E	7	82993222	83278326	GO:0050808	synapse organization	IEA	biological_process	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)." [GOC:ai, GOC:pr]
SEMA3E	7	82993222	83278326	GO:0008360	regulation of cell shape	IEA	biological_process	"Any process that modulates the surface configuration of a cell." [GOC:dph, GOC:go_curators, GOC:tb]
SEMA3E	7	82993222	83278326	GO:0004872	receptor activity	IEA	molecular_function	"Combining with an extracellular or intracellular messenger to initiate a change in cell activity." [GOC:ceb, ISBN:0198506732]
SEMA3E	7	82993222	83278326	GO:0016525	negative regulation of angiogenesis	IEA	biological_process	"Any process that stops, prevents, or reduces the frequency, rate or extent of angiogenesis." [GOC:go_curators]
SEMA3E	7	82993222	83278326	GO:0005615	extracellular space	TAS	cellular_component	"That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid." [ISBN:0198547684]
SEMA3E	7	82993222	83278326	GO:0016020	membrane	IEA	cellular_component	"Double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins." [GOC:mah, ISBN:0815316194]
SEMA3E	7	82993222	83278326	GO:0007275	multicellular organismal development	IEA	biological_process	"The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)." [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]
SEMA3E	7	82993222	83278326	GO:0007411	axon guidance	TAS	biological_process	"The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues." [ISBN:0878932437]
SEMA3E	7	82993222	83278326	GO:0005576	extracellular region	TAS	cellular_component	"The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite." [GOC:go_curators]
SEMA3E	7	82993222	83278326	GO:0005515	protein binding	IPI	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
SEMA3E	7	82993222	83278326	GO:0002040	sprouting angiogenesis	IEA	biological_process	"The extension of new blood vessels from existing capillaries into avascular tissues resulting from the proliferation of blood vessel endothelial cells." [PMID:16391003]
SEMA3E	7	82993222	83278326	GO:0005515	protein binding	IEA	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
MAEA	4	1283639	1333935	GO:0003779	actin binding	IDA	molecular_function	"Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments." [GOC:clt]
FRAS1	4	78978724	79465423	GO:0043588	skin development	IEA	biological_process	"The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue." [GOC:jl, UBERON:0002097]
FRAS1	4	78978724	79465423	GO:0031012	extracellular matrix	ISS	cellular_component	"A structure lying external to one or more cells, which provides structural support for cells or tissues; may be completely external to the cell (as in animals and bacteria) or be part of the cell (as in plants)." [GOC:mah]
FRAS1	4	78978724	79465423	GO:0005604	basement membrane	IEA	cellular_component	"A thin layer of dense material found in various animal tissues interposed between the cells and the adjacent connective tissue. It consists of the basal lamina plus an associated layer of reticulin fibers." [ISBN:0198547684]
FRAS1	4	78978724	79465423	GO:0002009	morphogenesis of an epithelium	IEA	biological_process	"The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube." [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]
FRAS1	4	78978724	79465423	GO:0015031	protein transport	IEA	biological_process	"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore." [GOC:ai]
FRAS1	4	78978724	79465423	GO:0007154	cell communication	IEA	biological_process	"Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment." [GOC:mah]
FRAS1	4	78978724	79465423	GO:0046872	metal ion binding	IEA	molecular_function	"Interacting selectively and non-covalently with any metal ion." [GOC:ai]
FRAS1	4	78978724	79465423	GO:0005515	protein binding	IEA	molecular_function	"Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)." [GOC:go_curators]
FRAS1	4	78978724	79465423	GO:0005886	plasma membrane	IEA	cellular_component	"The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins." [ISBN:0716731363]
FRAS1	4	78978724	79465423	GO:0016021	integral to membrane	IEA	cellular_component	"Penetrating at least one phospholipid bilayer of a membrane. May also refer to the state of being buried in the bilayer with no exposure outside the bilayer. When used to describe a protein, indicates that all or part of the peptide sequence is embedded in the membrane." [GOC:go_curators]
FRAS1	4	78978724	79465423					
FRAS1	4	78978724	79465423	GO:0016020	membrane	IEA	cellular_component	"Double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins." [GOC:mah, ISBN:0815316194]
FRAS1	4	78978724	79465423	GO:0005509	calcium ion binding	IEA	molecular_function	"Interacting selectively and non-covalently with calcium ions (Ca2+)." [GOC:ai]
PDLIM1	10	96997329	97050781	GO:0003713	transcription coactivator activity	IEA	molecular_function	"Interacting selectively and non-covalently with a activating transcription factor and also with the basal transcription machinery in order to increase the frequency, rate or extent of transcription. Cofactors generally do not bind DNA, but rather mediate protein-protein interactions between activating transcription factors and the basal transcription machinery." [GOC:txnOH, PMID:10213677, PMID:16858867]
PDLIM1	10	96997329	97050781	GO:0001666	response to hypoxia	IEA	biological_process	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level." [GOC:hjd]
PDLIM1	10	96997329	97050781	GO:0006355	regulation of transcription, DNA-dependent	IEA	biological_process	"Any process that modulates the frequency, rate or extent of cellular DNA-dependent transcription." [GOC:go_curators, GOC:txnOH]
PDLIM1	10	96997329	97050781	GO:0005856	cytoskeleton	IEA	cellular_component	"Any of the various filamentous elements that form the internal framework of cells, and typically remain after treatment of the cells with mild detergent to remove membrane constituents and soluble components of the cytoplasm. The term embraces intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles." [GOC:mah, ISBN:0198547684, PMID:16959967]
PDLIM1	10	96997329	97050781	GO:0006979	response to oxidative stress	TAS	biological_process	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals." [GOC:jl, PMID:12115731]
PDLIM1	10	96997329	97050781	GO:0005737	cytoplasm	IEA	cellular_component	"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN:0198547684]
